Training School,District,Ownership,Address,Course Code,Course Name,Start date,EndDate
ST. MARY'S HOSPITAL - LACOR SCHOOL OF NURSING,GULU,PNFP,Tel:  0774 006 464 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,15/11/2006,15/05/2009
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,15/11/2005,15/05/2008
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Nursing,01/11/2003,01/05/2006
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Nursing,01/11/2004,01/05/2007
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Nursing,01/05/2005,01/11/2007
VILLA MARIA SCHOOL OF NURSING,MASAKA,PNFP,P.O. BOX 32 - MASAKA  0772 467 014 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2002,01/05/2005
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/05/2004,01/11/2006
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2003,01/05/2006
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,13/11/2006,13/05/2009
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,15/05/2006,15/11/2008
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2005,01/11/2007
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2007,01/11/2009
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/11/2003,01/05/2006
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2010,01/11/2012
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2009,01/11/2011
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2011,01/11/2013
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2012,01/11/2013
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certifiacte in Nursing,01/05/2009,01/11/2011
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,CN,Certificate in Nursing,01/05/2012,01/11/2014
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,DCN,Diploma in Comprehensive Nursing,01/05/2010,01/11/2012
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
VIRIKA SCHOOL OF NURSING AND MIDWIFERY,KABAROLE,PNFP,P.O. BOX 233 - FORTPOTAL  0772 317 722/ ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2014
MAKERERE UNIVERSITY,KAMPALA,Government,Nursing and Midwifery,,,,
MBARARA UNIVERSITY,MBARARA,Government,Nursing and Midwifery,,,,
MULAGO HEALTH TUTORS'S COLLEGE,KAMPALA,Government,Nursing and Midwifery,,,,
THE AGA KHAN UNIVERSITY,KAMPALA,PFP,Nursing and Midwifery,,,,
UGANDA CHRISTIAN UNIVERSITY MUKONO,MUKONO,PNFP,Nursing and Midwifery,,,,
